工作地區,公司規模,產業類別,職務類別,需求技能數量,學歷要求,薪資區間
40,13,75,4,0.7000000000000001,5,2
31,7,61,4,0.1,5,1
112,7,61,4,0.5,4,0
38,10,61,4,0.0,5,1
40,8,61,4,0.4,5,1
40,30,61,4,1.0,4,1
26,0,61,4,0.4,4,1
109,15,75,4,0.2,2,2
40,8,61,4,0.8,4,0
133,0,61,4,0.6000000000000001,3,0
133,5,61,4,0.2,5,1
33,0,61,4,0.5,4,1
108,11,75,4,0.0,3,1
35,0,61,4,0.2,3,2
153,8,61,4,0.2,5,1
11,7,61,4,0.7000000000000001,5,2
101,300,61,4,0.0,5,1
124,0,61,4,0.5,5,0
110,6,75,4,0.2,5,0
30,22,61,4,0.2,4,0
152,5,61,4,0.30000000000000004,5,1
38,5,61,4,0.0,5,1
133,0,61,4,0.30000000000000004,5,0
111,7,61,4,0.2,3,2
127,4,61,4,0.9,5,0
108,80,61,4,0.2,5,2
30,10,61,4,0.30000000000000004,4,1
80,6,61,4,0.5,4,0
26,5,61,4,0.4,5,0
134,30,61,4,0.5,3,0
88,10,61,4,0.7000000000000001,3,1
32,5,61,4,0.30000000000000004,5,1
51,0,61,4,0.2,5,0
164,20,61,4,0.2,4,1
38,0,67,4,0.1,4,1
38,0,61,4,0.6000000000000001,5,1
42,0,61,4,0.5,5,1
76,0,61,4,0.1,2,0
161,11,61,4,1.0,5,0
161,0,61,4,0.2,3,0
31,100,75,4,0.2,5,1
26,5,61,4,0.2,3,1
103,10,61,4,0.30000000000000004,5,0
148,8,61,4,0.0,5,0
40,30,61,4,0.9,4,2
26,0,67,4,0.30000000000000004,4,1
133,0,75,4,0.30000000000000004,4,1
127,0,61,4,0.2,5,1
40,0,61,4,0.2,5,0
34,0,61,4,0.30000000000000004,4,0
102,50,61,4,0.0,5,2
75,5,61,4,0.2,5,1
40,2,61,4,0.4,5,0
119,3,75,4,0.5,3,0
34,0,75,4,0.6000000000000001,4,0
33,40,61,4,0.30000000000000004,3,1
25,8,61,4,0.2,3,0
164,0,61,4,0.5,3,0
113,50,75,4,0.7000000000000001,5,2
26,5,61,4,0.4,5,1
127,6,61,4,0.4,3,0
108,7,61,4,0.2,3,1
164,5,61,4,0.5,4,0
26,5,61,4,0.2,5,0
38,20,61,4,0.4,3,1
112,0,61,4,0.7000000000000001,2,0
8,40,61,4,0.0,4,2
26,0,61,4,0.30000000000000004,5,0
110,20,61,4,0.30000000000000004,4,2
127,300,138,16,0.0,5,2
38,9,138,16,0.0,5,2
160,6,138,16,0.1,4,0
127,60,138,16,0.30000000000000004,3,1
152,0,138,16,0.0,5,1
138,6,138,16,0.0,5,2
100,0,138,16,0.0,3,0
38,10,138,16,0.0,5,1
8,30,138,16,0.0,4,1
150,0,33,16,0.0,5,0
117,18,138,16,0.7000000000000001,3,1
8,0,138,16,0.1,3,1
164,0,138,16,0.0,3,1
30,60,138,16,0.0,5,2
33,1100,69,16,0.0,4,1
110,0,138,16,0.0,3,1
124,0,138,16,0.0,3,2
59,0,138,16,0.0,5,1
161,0,138,16,0.0,3,0
110,0,33,16,0.1,2,1
126,200,16,16,0.0,5,2
161,7,138,16,0.1,3,0
161,10,138,16,0.0,3,0
8,20,33,16,0.0,3,1
25,0,138,16,0.0,3,0
161,30,138,16,0.0,3,2
124,40,138,16,0.0,5,2
32,25,24,16,0.0,3,1
32,480,85,16,0.0,2,0
17,0,24,16,0.0,5,1
34,2500,149,16,0.0,5,1
32,6,138,16,0.0,5,1
31,0,138,16,0.0,3,1
46,0,39,16,0.0,3,0
107,10,138,16,0.0,5,1
161,40,138,16,0.30000000000000004,5,1
38,6,138,16,0.0,5,2
5,0,138,16,0.0,3,0
62,0,33,16,0.0,3,0
145,70,86,16,0.4,5,2
59,400,53,16,0.0,5,0
174,10,138,16,0.0,3,0
124,15,138,16,0.5,5,1
154,30,138,16,0.0,5,0
38,15000,157,16,0.0,5,0
127,0,138,16,0.0,3,1
93,5,138,16,0.0,3,0
92,3,138,16,0.0,3,0
162,10,138,16,0.0,3,0
39,5,138,16,0.0,3,2
43,0,138,16,0.0,3,0
103,0,138,16,0.0,5,1
46,25,33,16,0.0,5,1
26,0,138,16,0.0,3,1
114,0,138,16,0.0,3,1
114,0,33,16,0.2,5,1
173,8,138,16,0.0,3,1
133,10,58,16,0.0,3,0
109,0,138,16,0.0,3,1
66,16,135,16,0.0,3,0
30,8,138,16,0.0,4,1
10,0,33,16,0.30000000000000004,5,1
30,8,138,16,0.0,4,2
125,50,138,16,0.0,3,0
156,30,33,16,0.0,5,1
33,0,33,16,0.0,3,1
124,50,123,16,0.0,5,1
104,12,138,16,0.0,3,1
162,16,138,16,0.30000000000000004,3,1
150,0,138,16,0.0,4,0
7,500,33,16,0.0,3,0
108,60,149,16,0.0,5,1
62,0,138,16,0.0,3,0
133,0,138,16,0.0,2,1
45,10,138,16,0.0,5,1
106,3,138,16,0.0,5,1
174,0,138,16,0.0,3,0
161,7,138,16,0.1,3,1
25,40,138,16,0.0,5,2
27,900,149,16,0.0,4,1
109,50,33,16,0.0,5,0
49,0,138,16,0.0,3,1
38,0,138,16,0.0,3,1
10,0,138,16,0.0,5,1
133,0,138,16,0.0,4,0
26,10,138,16,0.0,3,1
25,40,138,16,0.30000000000000004,5,1
138,10,33,16,0.0,3,0
54,0,138,16,0.0,3,1
31,0,149,16,0.0,3,0
127,12,138,16,0.0,3,1
77,17,112,16,0.0,4,1
8,0,149,16,0.0,4,0
26,0,33,16,0.0,3,0
109,5,138,16,0.0,5,1
124,15,138,16,0.0,5,2
26,2300,111,16,0.0,3,0
55,200,2,16,0.0,3,0
76,4,138,16,0.30000000000000004,3,0
25,200,138,16,0.0,4,2
39,6,138,16,0.0,5,1
38,0,138,16,0.0,3,1
25,0,149,16,0.0,5,0
26,10,138,16,0.0,5,2
10,10,138,16,0.0,4,1
124,0,138,16,0.0,3,1
119,580,112,16,0.0,5,2
9,500,33,16,0.0,3,1
112,0,138,16,0.0,5,1
131,0,138,16,0.0,3,1
72,0,138,16,0.0,5,1
30,6,138,16,0.0,5,1
83,30,149,16,0.0,4,1
10,6,138,16,0.0,4,0
172,3,138,16,0.0,3,0
111,18,138,16,0.7000000000000001,3,1
137,0,33,16,0.1,5,1
119,40,138,16,0.30000000000000004,5,1
38,5,138,16,0.0,5,1
109,0,138,16,0.0,5,1
117,18,138,16,0.7000000000000001,3,1
152,40,33,16,0.0,4,1
161,8,138,16,0.0,5,0
42,10,138,16,0.0,5,0
118,0,138,16,0.0,5,1
38,380,149,16,0.0,4,1
119,320,149,16,0.0,3,0
133,0,149,13,0.30000000000000004,3,0
38,0,138,13,0.0,5,2
7,0,138,13,0.0,5,2
164,0,138,13,0.0,3,2
152,0,138,13,0.0,3,1
102,10,138,13,0.0,5,2
30,50,138,13,0.0,5,2
8,0,138,13,0.0,5,2
40,0,138,13,0.0,3,2
33,0,138,13,0.0,3,1
32,0,138,13,0.0,5,2
156,0,149,13,0.0,3,2
33,0,138,13,0.0,3,0
38,15,138,13,0.2,3,2
107,20,138,13,0.0,5,2
20,0,138,13,0.0,5,2
34,16,138,13,0.0,5,2
127,300,138,13,0.0,5,2
127,5,33,13,0.0,5,1
5,0,138,13,0.0,3,2
62,99,133,13,0.0,5,2
43,0,138,13,0.0,5,2
161,190,149,13,0.0,4,1
127,5,138,13,0.0,3,2
59,21,135,13,0.30000000000000004,5,0
161,8,138,13,0.0,5,2
88,20,133,13,0.0,4,2
38,15,33,13,0.0,5,2
141,0,33,13,0.0,5,2
174,10,138,13,0.2,3,2
34,0,138,13,0.0,4,2
123,45,133,13,0.0,5,2
93,5,138,13,0.0,2,2
152,0,138,13,0.0,5,2
152,0,23,13,0.0,3,2
155,0,138,13,0.0,3,2
174,10,138,13,0.2,3,1
152,30,135,13,0.0,5,1
138,1800,33,13,0.0,4,1
33,10,138,13,0.0,3,2
70,0,138,13,0.0,5,2
30,10,33,13,0.4,5,2
14,0,138,13,0.0,5,2
123,20,33,13,0.30000000000000004,4,1
109,150,149,13,0.30000000000000004,4,2
127,0,33,13,0.0,3,0
94,5,138,13,0.0,5,2
86,0,138,13,0.0,2,2
62,10,138,13,0.0,3,2
8,3,135,13,0.0,5,0
169,0,138,13,0.0,5,0
127,300,120,13,0.0,5,2
92,9,138,13,0.0,5,2
26,0,138,13,0.0,4,2
30,50,138,13,0.0,3,2
141,0,33,13,0.4,5,1
26,0,135,13,0.0,5,2
33,1000,133,13,0.0,5,2
133,0,135,13,0.0,3,1
121,4,21,13,0.0,3,2
103,3,33,13,0.0,3,2
22,0,138,13,0.0,5,0
36,1,135,13,0.30000000000000004,3,0
101,10,138,13,0.2,5,2
10,0,33,13,0.0,3,0
108,0,135,13,0.0,3,2
10,10,138,13,0.0,3,2
30,22,120,13,0.0,5,2
23,0,135,13,0.0,5,2
10,0,138,13,0.0,4,2
174,6,138,13,0.0,3,2
103,100,138,13,0.0,4,2
133,15,138,13,0.0,3,2
133,130,149,13,0.0,3,2
161,10,135,13,0.30000000000000004,3,2
38,15,33,13,0.0,5,0
102,0,135,13,0.2,5,2
49,2,33,13,0.0,5,0
31,5,33,13,0.0,4,2
110,10,135,13,0.0,3,2
27,0,33,13,0.2,3,0
109,5,135,13,0.30000000000000004,5,0
133,200,134,13,0.0,5,2
26,0,138,13,0.0,4,2
174,0,138,13,0.0,3,2
39,0,138,13,0.0,5,2
127,0,87,8,0.30000000000000004,3,1
36,10,58,8,0.0,3,0
3,0,56,8,0.0,5,1
103,10,24,8,0.30000000000000004,4,1
110,30,2,8,0.0,4,0
131,324,24,8,0.0,5,0
131,324,24,8,0.0,5,0
131,324,24,8,0.0,5,0
91,10,68,8,0.0,5,0
110,30,2,8,0.0,4,0
131,324,24,8,0.0,5,2
131,324,24,8,0.0,4,0
110,30,2,8,0.0,5,0
152,180,24,8,0.0,5,0
131,324,24,8,0.0,4,2
31,50,24,8,0.0,5,1
127,0,150,8,0.0,5,0
133,47,30,8,0.30000000000000004,5,0
152,180,24,8,0.0,5,0
107,800,2,8,0.30000000000000004,4,2
110,30,2,8,0.0,5,0
12,130,2,8,0.0,4,1
131,324,24,8,0.0,5,2
164,0,24,8,0.0,5,0
131,324,24,8,0.0,5,2
131,324,24,8,0.0,5,0
31,37,2,8,0.0,3,1
39,18,58,8,0.0,3,1
119,8,147,8,0.0,5,2
38,450,179,8,0.0,5,0
103,0,68,8,0.0,5,1
131,324,24,8,0.0,4,2
115,0,58,8,0.0,3,1
131,324,24,8,0.0,5,2
174,95,56,8,0.0,5,0
56,0,24,8,0.30000000000000004,3,0
112,0,24,8,0.0,4,1
22,0,2,8,0.0,5,1
131,324,24,8,0.0,5,1
127,0,24,8,0.4,4,1
30,3600,24,8,0.0,5,0
119,0,58,8,0.0,5,0
109,50,137,8,0.0,4,2
131,324,24,8,0.0,4,2
112,180,125,8,0.2,5,0
3,200,24,8,0.0,5,1
130,70,70,8,0.4,4,0
122,150,24,8,0.0,4,0
111,0,125,8,0.0,4,0
111,3600,137,8,0.30000000000000004,4,0
119,7,137,8,0.0,5,1
31,0,68,8,0.0,4,1
45,50,24,8,0.0,5,1
109,0,30,8,0.0,5,0
119,50,58,8,0.30000000000000004,3,1
26,17,56,8,0.0,5,0
103,40,58,8,0.0,5,1
127,0,30,8,0.0,5,0
91,10,68,8,0.0,5,0
131,324,24,8,0.0,3,2
152,180,24,8,0.0,5,0
26,0,24,8,0.30000000000000004,5,1
38,120,24,8,0.4,3,0
38,120,24,8,0.4,5,0
137,30,58,8,0.0,5,0
16,0,24,8,0.0,5,0
109,0,138,8,0.30000000000000004,3,1
55,200,2,8,0.0,5,1
22,0,2,8,0.0,5,2
35,3600,24,8,0.0,5,0
112,0,125,8,0.0,5,0
8,42,24,8,0.0,5,0
8,0,137,8,0.0,4,0
107,30,24,8,0.2,4,0
109,0,30,8,0.0,4,0
31,50,24,8,0.0,5,1
125,13,58,8,0.2,3,1
38,120,24,8,0.0,5,1
16,300,58,8,0.0,5,1
30,20,107,8,0.4,5,1
41,30,24,8,0.0,5,1
110,0,58,8,0.0,5,1
21,150,58,8,0.0,5,0
56,15,58,8,0.30000000000000004,4,1
110,30,58,8,0.30000000000000004,5,1
29,36,137,8,0.0,3,0
112,0,24,8,0.0,5,1
119,0,2,8,0.0,4,1
15,50,58,8,0.0,5,1
1,21,58,8,0.30000000000000004,4,0
124,40,58,8,0.0,5,1
31,37,2,8,0.0,3,1
174,95,56,8,0.0,5,0
164,0,182,7,0.0,5,0
26,100,182,7,0.6000000000000001,4,0
171,10,41,7,0.0,5,1
39,33,112,7,0.0,5,0
32,20,182,7,0.0,5,1
102,0,182,7,0.0,1,1
0,32,84,7,0.0,5,1
119,8,41,7,0.0,5,1
31,5,182,7,0.0,5,1
117,5,182,7,0.0,5,1
138,100,41,7,0.0,5,2
124,4,182,7,0.0,5,1
131,25,41,7,0.0,1,1
133,0,85,7,0.0,5,0
124,13,182,7,0.0,5,0
33,0,182,7,0.0,5,0
26,88,85,7,0.0,5,0
105,0,182,7,0.0,5,2
30,0,182,7,0.0,5,2
104,2100,182,7,0.0,5,1
38,0,182,7,0.0,5,1
38,0,182,7,0.0,5,0
24,0,120,7,0.0,5,0
30,0,182,7,0.0,5,1
109,3,182,7,0.0,5,1
132,15,41,7,0.0,5,1
9,270,149,7,0.0,5,0
68,65,85,7,0.0,3,1
9,80,33,7,0.0,5,1
127,0,41,7,0.0,5,1
30,25,182,7,0.0,2,1
65,0,85,7,0.0,3,0
92,200,182,7,0.0,5,0
110,0,182,7,0.0,5,1
106,43,166,7,0.0,5,0
125,20,137,7,0.0,2,0
107,0,182,7,0.0,5,0
124,40,182,7,0.0,5,1
40,25,41,7,0.0,5,2
36,15,182,7,0.0,5,1
122,95,84,7,0.0,5,2
105,15,182,7,0.0,5,1
40,6,182,7,0.0,5,1
32,150,182,7,0.0,5,1
10,0,138,7,0.0,5,1
119,0,182,7,0.0,5,1
10,0,112,7,0.0,2,0
155,90,12,7,0.0,5,0
119,15,112,7,0.0,2,0
169,15,182,7,0.30000000000000004,5,0
26,20,1,7,0.0,5,0
111,16,40,7,0.0,5,0
7,0,33,7,0.0,3,1
119,10,182,7,0.0,5,1
60,0,41,7,0.0,5,1
123,100,41,7,0.0,5,2
37,110,6,7,0.0,5,1
169,0,182,7,0.0,1,1
155,0,182,7,0.0,5,0
10,8,182,7,0.0,5,0
103,40,24,7,0.0,5,0
174,35,33,7,0.0,5,1
54,272,24,7,0.0,3,0
126,100,41,7,0.0,3,2
58,80,85,7,0.0,2,1
25,15,182,7,0.0,5,1
37,110,6,7,0.0,5,1
40,0,182,7,0.0,5,1
40,0,40,7,0.0,5,1
39,0,58,7,0.0,5,0
30,10,23,7,0.0,3,2
124,50,41,7,0.0,3,0
37,0,182,7,0.0,5,2
119,0,41,7,0.0,5,1
141,2100,182,7,0.0,5,0
96,70,41,7,0.0,5,1
16,200,112,7,0.0,2,0
32,0,182,7,0.0,5,1
122,0,58,7,0.0,5,0
133,80,182,7,0.0,2,1
171,40,41,7,0.2,5,1
24,0,41,7,0.0,5,1
162,50,85,7,0.0,5,0
130,10,182,7,0.0,5,1
30,0,182,7,0.0,5,2
42,0,182,7,0.0,5,0
109,5,182,7,0.0,5,1
26,0,182,7,0.0,5,0
38,11,182,7,0.0,5,0
41,0,182,7,0.0,5,1
102,0,40,7,0.0,2,1
119,0,2,7,0.0,5,0
135,0,182,7,0.0,5,1
100,50,85,7,0.0,3,0
38,0,182,7,0.0,5,0
111,86,40,7,0.0,5,1
25,0,182,7,0.0,5,1
38,20,182,7,0.0,5,0
26,5,182,7,0.0,5,1
119,0,41,7,0.0,5,1
36,150,182,7,0.0,5,1
41,800,7,7,0.0,2,0
26,0,182,7,0.0,5,0
161,70,59,7,0.0,5,0
36,0,182,7,0.0,5,1
30,10,182,7,0.0,5,1
30,40,41,7,0.0,5,1
127,0,182,7,0.0,5,1
135,1800,182,7,0.0,5,1
125,50,181,7,0.0,5,0
119,20,182,7,0.0,5,1
133,15,74,7,0.0,3,1
10,0,182,7,0.0,5,1
30,300,85,7,0.0,5,0
127,12,182,7,0.0,5,0
174,30,41,7,0.0,5,0
124,60,33,7,0.0,3,0
174,0,182,7,0.0,5,1
38,40,182,7,0.0,5,1
16,0,182,7,0.0,5,2
38,20,182,7,0.0,5,1
108,0,182,7,0.0,5,1
8,0,182,7,0.0,5,0
92,110,58,7,0.0,1,0
131,0,149,7,0.0,5,1
40,6,182,7,0.0,5,1
109,0,41,7,0.0,5,0
80,60,41,7,0.0,5,1
103,0,182,7,0.0,5,1
102,100,40,7,0.0,3,0
92,0,33,7,0.0,3,0
10,0,138,7,0.0,5,0
102,100,40,7,0.0,3,1
162,38,182,7,0.0,1,1
54,0,58,7,0.0,3,0
110,0,147,7,0.0,2,1
32,60,182,7,0.0,3,1
153,30,6,7,0.0,5,1
164,300,33,7,0.0,5,0
127,210,182,7,0.0,5,1
38,50,182,15,0.0,5,1
40,300,72,15,0.0,5,0
9,0,71,15,0.0,4,0
33,0,83,15,0.0,5,0
25,588,72,15,0.0,5,0
41,0,174,15,0.4,3,0
38,15,83,15,0.0,4,0
38,700,72,15,0.0,3,0
155,588,72,15,0.0,5,0
33,0,55,15,0.0,3,1
25,1500,174,15,0.30000000000000004,4,1
155,250,72,15,0.30000000000000004,5,0
1,110,70,15,0.0,5,0
33,0,55,15,0.0,5,0
33,0,55,15,0.4,3,0
33,850,174,15,0.0,5,1
38,0,70,15,0.30000000000000004,3,0
40,10,70,15,0.0,4,2
31,1100,174,15,0.0,3,1
33,320,174,15,0.0,5,0
33,320,174,15,0.0,5,0
33,30,70,15,0.4,5,0
33,850,174,15,0.0,5,1
25,1400,174,15,0.0,5,0
169,1100,174,15,0.0,3,1
133,1300,121,15,0.0,4,0
31,0,112,15,0.0,4,0
33,1400,174,15,0.0,5,0
32,20,70,15,0.0,5,2
125,107,174,15,0.0,3,0
40,700,174,15,0.0,4,1
161,1300,121,15,0.0,5,0
25,588,72,15,0.0,3,0
40,80,121,15,0.0,5,0
31,1100,174,15,0.30000000000000004,3,1
41,18,70,15,0.0,5,1
133,0,174,15,0.0,3,0
107,68,30,15,0.0,5,0
35,200,71,15,0.2,5,1
33,1400,174,15,0.0,5,0
9,525,174,15,0.0,3,0
113,2295,17,15,0.0,5,1
38,15,83,15,0.0,5,1
31,1100,174,15,0.0,4,1
169,525,174,15,0.0,3,0
38,700,72,15,0.30000000000000004,3,0
156,0,174,15,0.1,5,0
152,700,174,15,0.0,4,0
141,54,174,15,0.0,4,0
169,0,174,15,0.4,2,0
58,0,174,15,0.4,2,0
38,700,72,15,0.0,3,0
35,250,72,15,0.0,5,0
33,440,174,15,0.0,3,1
33,440,174,15,0.0,3,1
33,1500,174,15,0.0,3,1
33,700,174,15,0.6000000000000001,4,0
31,0,30,15,0.6000000000000001,4,0
33,588,72,15,0.0,5,1
62,0,174,15,0.0,3,0
169,1100,174,15,0.0,3,1
33,1400,174,15,0.0,5,0
25,450,174,15,0.0,4,0
33,1400,174,15,0.0,5,0
40,300,72,15,0.0,5,1
32,0,163,15,0.7000000000000001,3,0
38,700,72,15,0.0,3,0
33,0,174,15,0.0,3,1
41,0,174,15,0.0,3,0
41,0,174,15,0.0,3,1
33,700,174,15,0.6000000000000001,4,0
33,588,72,15,0.0,5,1
31,35,69,15,0.0,5,1
33,20,55,15,0.0,5,0
40,30,24,15,0.1,3,0
112,1300,121,15,0.0,5,0
33,25,72,15,0.4,3,1
62,0,174,15,0.0,3,0
30,13,70,15,0.6000000000000001,3,0
41,0,174,15,0.4,4,0
33,440,174,15,0.0,3,1
32,0,55,15,0.0,5,0
169,525,174,15,0.0,3,0
33,500,174,15,0.0,5,0
32,0,55,15,0.0,5,1
31,1100,174,15,0.0,3,1
33,440,174,15,0.4,3,0
33,500,174,15,0.0,5,0
38,700,72,15,0.0,3,0
66,3,69,15,0.0,5,0
113,2295,17,15,0.30000000000000004,5,1
40,55,121,15,0.0,5,0
39,100,143,15,0.5,4,2
7,15,70,15,0.1,5,2
40,25,170,15,0.30000000000000004,3,0
155,588,72,15,0.0,5,0
33,0,55,15,0.0,3,2
33,1500,174,15,0.0,3,0
155,850,174,15,0.0,5,1
33,500,174,15,0.0,3,0
30,15,163,15,0.4,5,0
30,10,69,15,0.0,5,1
31,10,113,15,0.4,5,1
125,107,174,15,0.0,3,0
35,550,121,15,0.1,4,1
35,1400,163,15,0.4,4,0
35,1400,163,15,0.4,4,0
127,105,79,15,0.7000000000000001,3,0
30,236,71,15,0.0,5,1
92,23,71,15,0.7000000000000001,4,0
38,42,17,15,0.0,3,1
31,1100,174,15,0.0,3,0
30,13,70,15,0.8,3,0
7,15,70,15,0.1,5,0
35,200,71,15,0.0,3,0
38,42,17,15,0.0,3,0
38,10,70,15,0.7000000000000001,3,1
8,65,87,15,0.1,4,0
